,GSM5444463,GSM5444460,GSM5444461,GSM5444462,GSM5444464,GSM5444465,GSM5444448,GSM5444449,GSM5444450,GSM5444451,GSM5444452,GSM5444453,GSM5444454,GSM5444455,GSM5444456,GSM5444457,GSM5444458,GSM5444459
ENSG00000196865.4,99,147,242,215,303,313,203,244,258,195,176,0,86,253,98,234,17,0
ENSG00000287857.1,0,0,0,4,0,0,5,1,0,0,3,0,0,0,0,0,0,0
ENSG00000043591.6,5,14,0,10,21,15,0,0,5,0,3,0,13,0,33,21,7,0
ENSG00000285540.1,0,0,1,7,0,0,0,0,4,3,2,0,0,0,0,7,0,0
ENSG00000253066.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226582.1,0,1,10,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0
ENSG00000165813.20,598,653,400,667,704,791,694,715,496,657,507,22,294,839,436,944,120,6
ENSG00000273904.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284442.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000095627.9,498,474,726,575,608,531,940,975,976,988,869,35,193,497,0,386,46,6
ENSG00000165816.13,119,39,88,24,90,96,225,200,225,162,143,7,132,430,96,330,40,0
ENSG00000230165.1,30,29,11,20,0,12,5,24,8,18,7,0,14,29,0,61,1,0
ENSG00000275024.1,0,0,0,0,11,1,0,0,1,1,0,0,3,0,0,7,0,0
ENSG00000169129.15,36,13,31,7,10,19,53,60,36,62,14,0,30,75,44,87,11,0
ENSG00000242912.3,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0
ENSG00000279796.1,4,0,2,4,0,0,0,0,0,2,3,0,0,0,0,0,0,0
ENSG00000099204.20,2101,1651,1814,1628,1937,1758,2777,3344,3372,3459,2575,23,1158,2337,1740,3446,298,20
ENSG00000229668.1,9,4,6,9,4,1,7,3,3,4,6,0,0,0,0,39,0,0
ENSG00000228169.3,26,43,56,38,31,33,22,39,15,32,33,25,6,41,56,33,24,60
ENSG00000228484.3,34,30,23,14,17,34,37,33,20,47,32,0,1,0,0,31,0,0
ENSG00000215760.2,0,0,9,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0
ENSG00000151553.15,90,113,212,109,152,173,267,258,193,227,259,7,65,218,359,321,18,11
ENSG00000226428.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165832.6,76,107,86,104,114,138,237,180,205,206,167,0,42,84,99,157,4,0
ENSG00000252611.1,0,4,0,2,16,0,0,6,3,0,5,0,0,0,60,4,1,0
ENSG00000236799.1,0,0,0,14,4,4,4,0,0,1,0,0,0,0,0,1,3,0
ENSG00000107518.18,23,44,49,23,42,38,5,1,4,16,6,0,0,0,0,4,3,0
ENSG00000285582.1,0,5,5,0,11,6,0,0,0,0,0,0,0,0,0,3,0,0
ENSG00000270965.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151892.14,0,0,0,0,1,0,60,226,288,297,99,0,0,6,0,21,0,0
ENSG00000285587.1,0,0,0,0,15,0,0,2,4,2,3,0,0,0,0,0,0,0
ENSG00000182645.6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ENSG00000205433.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000203837.5,56,1,0,0,0,2,0,3,9,6,1,0,0,0,0,0,0,0
ENSG00000227096.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000200935.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175535.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000232091.1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000187021.15,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000266200.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000165863.17,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ENSG00000232767.2,0,5,0,0,0,1,8,7,5,12,4,0,7,35,32,13,0,0
ENSG00000165868.14,57,83,116,123,94,95,136,132,108,106,123,2,150,623,360,387,24,1
ENSG00000228195.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188316.15,6,27,22,24,7,34,30,24,27,34,33,0,43,61,0,84,4,0
ENSG00000187164.20,261,296,371,280,651,433,1255,1276,1148,1206,1032,12,354,1280,463,1159,76,0
ENSG00000287655.1,1,0,0,9,0,3,28,4,3,9,0,0,0,0,0,0,0,0
ENSG00000235742.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000148704.13,0,0,3,5,0,6,0,0,0,0,0,0,0,25,0,1,0,0
ENSG00000234474.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266782.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236171.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186795.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225936.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165646.14,44,69,53,73,40,71,1,27,25,16,19,0,11,39,0,35,0,4
ENSG00000277879.1,10,9,12,28,12,19,4,1,0,1,0,0,4,0,0,8,5,0
ENSG00000165650.12,307,272,286,320,418,323,139,164,199,147,122,0,55,189,166,271,15,16
ENSG00000258114.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229847.9,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170370.12,5,7,7,5,8,7,0,0,0,0,0,1,0,0,0,0,3,4
ENSG00000235198.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288172.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234952.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000263041.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000107560.12,79,92,105,93,146,99,119,109,60,86,98,20,55,80,114,159,13,0
ENSG00000231104.8,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,1,0,0
ENSG00000177640.16,3,10,1,9,0,15,11,9,12,7,24,0,8,5,52,53,6,0
ENSG00000238276.6,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165669.14,680,836,793,893,1035,1169,661,932,767,958,737,0,245,710,505,1179,137,10
ENSG00000232139.6,57,60,68,88,72,135,69,104,73,83,66,0,48,25,34,66,4,0
ENSG00000234309.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000119973.6,1,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225155.4,0,1,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,2
ENSG00000151893.15,740,771,807,671,1044,973,1185,1438,1203,1311,1144,21,402,786,702,1191,103,6
ENSG00000277687.1,0,0,0,5,0,0,19,1,4,1,8,0,0,0,0,7,12,0
ENSG00000229272.2,0,1,0,2,16,0,17,32,22,16,15,0,0,0,0,0,2,0
ENSG00000236058.3,28,28,15,48,29,53,11,28,19,56,17,30,48,14,23,13,10,46
ENSG00000213574.2,1,25,27,10,15,36,33,51,69,74,59,23,52,30,81,26,91,29
ENSG00000188613.7,144,109,124,186,183,249,869,948,1233,955,736,11,67,69,154,90,16,2
ENSG00000107581.13,6624,7198,7096,7789,8744,9245,7506,8467,6489,7982,6916,157,2015,8480,4064,11564,1262,92
ENSG00000207468.1,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222588.1,0,0,0,1,0,0,0,0,0,0,3,0,4,0,0,0,1,0
ENSG00000271343.1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000119979.18,254,314,385,330,438,303,439,563,344,517,404,1,208,627,262,666,42,0
ENSG00000183605.17,226,312,381,290,373,394,424,540,499,629,505,2,217,598,207,741,67,7
ENSG00000165672.7,760,883,1099,996,1380,1414,1846,2210,2260,2273,1737,4,803,1271,862,1518,103,1
ENSG00000198873.12,197,193,156,167,146,285,111,103,105,106,84,7,26,102,10,237,24,8
ENSG00000228485.1,1,0,0,0,0,4,0,0,5,0,0,0,0,0,0,4,0,0
ENSG00000242853.3,14,12,13,0,16,8,0,12,1,4,0,0,0,0,0,41,0,0
ENSG00000236426.5,10,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000265719.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000148908.15,560,644,667,817,641,751,1029,1108,1001,1097,963,0,334,870,294,1332,96,4
ENSG00000271353.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151923.17,1104,1399,1194,1348,1513,1571,1349,1637,1157,1611,1223,99,696,1249,1336,1709,190,86
ENSG00000234569.1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ENSG00000227437.1,0,1,0,0,9,3,0,1,0,1,1,22,1,1,0,0,0,1
ENSG00000151929.9,786,833,924,651,1101,896,1095,1174,857,1337,1002,14,346,659,201,803,61,0
ENSG00000232823.2,0,0,0,5,1,0,2,0,0,1,0,0,0,1,0,0,0,0
ENSG00000198825.15,336,403,404,396,510,420,281,200,270,234,215,9,68,202,85,205,17,0
ENSG00000242818.3,0,0,18,6,7,1,10,1,1,0,4,0,0,0,0,0,2,0
ENSG00000270300.2,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,6,0,0
ENSG00000282413.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197771.12,602,883,854,887,971,1090,643,688,841,951,672,0,271,734,325,695,64,1
ENSG00000107651.13,327,353,416,471,430,628,595,609,673,690,522,23,244,605,486,748,57,7
ENSG00000265370.1,7,3,0,7,0,2,1,3,0,4,4,0,0,0,0,0,0,0
ENSG00000180230.6,3,1,0,1,1,2,0,0,0,3,2,0,1,0,1,4,0,0
ENSG00000223455.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000220842.6,1885,2870,3156,2379,2786,2709,2204,2959,3454,4654,3308,108,952,2533,2003,5277,391,53
ENSG00000234522.1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203805.11,7,0,0,3,2,8,0,0,3,0,0,0,0,0,0,0,0,0
ENSG00000177234.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274461.2,2,0,0,0,12,0,0,0,0,0,0,0,3,25,45,9,1,0
ENSG00000227165.9,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000287936.1,3,4,0,4,0,3,8,4,0,0,2,0,0,21,0,3,0,0
ENSG00000120008.16,169,310,377,294,489,410,440,514,554,564,365,2,123,330,334,517,33,0
ENSG00000271670.1,20,6,0,15,25,16,15,9,2,7,9,0,14,2,36,77,11,0
ENSG00000227307.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
ENSG00000278484.1,0,0,0,0,0,0,0,0,0,3,0,0,79,126,96,343,19,0
ENSG00000236762.1,345,655,532,771,440,760,33,31,30,32,31,2,6,31,7,49,4,0
ENSG00000227143.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
ENSG00000222979.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000066468.22,45,76,96,68,95,118,3,1,0,0,0,17,1050,3414,1761,3043,181,12
ENSG00000223432.1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000223540.1,7,4,5,3,4,9,10,11,16,12,20,0,0,4,0,3,0,0
ENSG00000224250.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000107669.17,100,139,70,158,202,177,259,225,246,230,281,9,73,274,130,208,27,0
ENSG00000201884.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226864.2,2,3,38,19,0,8,4,6,7,5,17,0,69,195,53,136,6,0
ENSG00000273767.1,0,0,0,0,0,0,0,0,3,3,1,0,1,2,2,0,1,0
ENSG00000276742.1,0,2,0,0,0,0,0,2,1,3,2,0,8,24,0,18,0,0
ENSG00000107672.15,315,502,658,554,694,675,582,619,473,738,462,12,245,658,346,696,60,0
ENSG00000273891.1,1,9,18,17,8,5,16,5,17,14,8,0,0,48,14,30,2,0
ENSG00000138162.19,565,625,739,771,781,773,1114,1597,1454,1548,1168,23,299,348,287,767,76,0
ENSG00000285715.1,16,19,1,0,32,11,11,31,3,14,21,0,5,0,0,11,1,0
ENSG00000285973.2,67,102,161,150,213,202,72,76,53,61,44,0,14,43,53,71,7,0
ENSG00000138152.10,18,33,15,42,37,32,0,0,5,2,6,0,4,0,0,0,0,0
ENSG00000202245.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000107679.14,754,1009,1026,996,1293,1208,345,489,317,318,280,21,131,492,297,450,51,11
ENSG00000265442.1,3,12,0,0,0,5,0,5,3,6,1,0,0,30,0,4,0,0
ENSG00000285955.1,2,4,7,1,0,3,0,0,0,1,0,0,0,0,0,1,1,0
ENSG00000254636.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166033.13,34,68,34,119,122,132,20,17,9,26,14,12,35,131,135,66,2,2
ENSG00000187908.19,19,12,0,0,21,12,7,0,6,0,8,0,0,0,29,3,0,0
ENSG00000286114.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286135.1,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ENSG00000183559.12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176584.18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138161.14,32,14,3,5,26,22,0,6,5,5,0,0,0,68,0,7,0,0
ENSG00000286088.1,39,16,17,5,26,25,0,6,5,6,1,0,19,68,0,20,0,0
ENSG00000213185.7,60,62,85,30,67,71,1,1,0,3,5,0,46,76,120,163,9,0
ENSG00000255624.3,29,30,2,19,63,30,0,0,0,0,0,0,11,82,0,32,0,0
ENSG00000203795.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000119965.13,81,95,86,90,159,142,91,118,104,112,109,13,91,118,34,101,10,0
ENSG00000179988.14,48,73,52,48,102,79,35,48,55,35,25,0,17,160,124,30,16,0
ENSG00000095574.11,135,161,126,111,282,170,127,165,139,134,146,16,32,139,57,88,7,0
ENSG00000196177.13,95,52,109,113,156,123,99,90,119,72,59,14,250,569,529,315,23,0
ENSG00000188620.11,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188816.3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10,0,0
ENSG00000154473.18,1035,1550,1512,1649,2091,2063,1220,1278,1359,1562,1167,22,641,1497,750,1764,144,29
ENSG00000227586.5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270902.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230131.6,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,8,1,0
ENSG00000225152.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286344.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234542.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000154478.4,8,9,5,21,20,12,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000121898.13,0,13,0,5,19,5,0,0,0,1,0,0,0,0,0,0,4,0
ENSG00000231138.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234677.1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287768.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213438.2,0,2,0,4,0,0,0,0,2,0,0,0,0,55,1,5,0,0
ENSG00000232334.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182022.18,191,42,58,80,55,70,0,21,20,12,11,0,129,191,100,337,16,0
ENSG00000065154.12,1133,1855,1813,1663,1960,2417,1734,2564,2006,2221,1834,52,726,1513,1395,1599,184,18
ENSG00000229544.9,33,26,10,9,20,15,8,26,21,43,15,0,81,175,136,215,10,0
ENSG00000271434.3,1,0,5,0,0,0,4,6,7,2,3,0,5,2,0,2,0,0
ENSG00000107902.14,520,633,455,552,883,986,781,957,678,912,654,0,172,1158,403,850,85,0
ENSG00000229455.2,0,0,19,0,6,0,0,4,0,0,2,0,0,0,0,0,0,0
ENSG00000258539.1,112,141,130,214,221,296,102,122,103,99,88,0,42,101,65,78,23,0
ENSG00000189319.14,821,1330,1229,1562,1749,2152,485,608,492,615,514,0,425,870,406,1206,99,11
ENSG00000278831.1,9,13,30,68,19,36,4,9,20,19,4,0,11,37,0,25,0,0
ENSG00000233334.3,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,2,2,0
ENSG00000203791.15,155,189,245,268,297,309,107,86,106,93,90,0,80,219,49,159,26,1
ENSG00000199466.1,0,0,0,0,4,4,13,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165660.8,189,254,232,197,325,279,326,299,339,355,304,22,65,165,37,198,13,7
ENSG00000207494.1,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,1,0,0
ENSG00000214807.2,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0
ENSG00000249456.1,2,21,1,10,0,2,11,12,15,13,9,0,0,0,0,4,2,0
ENSG00000019995.6,541,535,631,598,614,743,637,623,688,687,553,6,250,666,386,856,104,9
ENSG00000226899.1,4,11,0,4,14,12,3,2,4,9,6,0,1,11,0,32,4,0
ENSG00000175029.17,1320,1445,1589,1508,2103,1943,2212,2708,2110,2510,2139,85,1016,2387,1513,2767,337,79
ENSG00000273599.1,80,99,139,102,73,130,165,174,126,251,105,0,60,137,152,254,30,0
ENSG00000264572.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0
ENSG00000282787.1,0,1,0,2,0,1,9,15,5,28,19,0,2,41,0,10,2,0
ENSG00000214298.3,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0
ENSG00000233135.1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237675.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175018.13,6,3,8,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214297.3,6,1,2,2,19,12,29,25,50,37,6,49,18,5,19,3,189,53
ENSG00000228021.7,19,5,8,30,37,40,30,38,27,30,13,0,9,66,12,47,7,0
ENSG00000224023.10,17,4,0,13,13,21,24,23,22,19,10,0,17,100,47,60,0,0
ENSG00000280561.1,0,0,0,0,0,8,0,0,6,2,0,0,0,0,0,0,0,0
ENSG00000234134.1,16,6,16,5,0,12,6,0,5,1,2,0,0,0,0,6,0,0
ENSG00000107938.18,159,220,278,178,363,227,298,304,259,249,233,0,85,480,93,269,18,12
ENSG00000236991.6,14,38,50,19,41,33,45,15,26,28,30,0,15,141,42,90,11,0
ENSG00000154485.5,5,3,39,2,0,7,0,8,12,8,0,0,2,17,0,5,0,0
ENSG00000188690.15,350,419,357,422,506,594,1139,1312,907,1333,1028,9,245,688,396,883,75,0
ENSG00000265092.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000107949.17,961,1129,1243,1014,1385,1278,1585,1783,1290,1542,1293,34,332,1030,563,1146,125,1
ENSG00000089876.12,216,208,277,293,280,393,486,539,751,622,534,4,102,391,171,281,25,0
ENSG00000277371.1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
ENSG00000222629.1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203780.11,23,25,27,39,30,47,57,110,39,73,53,0,23,35,0,20,3,0
ENSG00000234016.1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000233409.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000148848.14,14,11,11,15,26,19,0,0,3,9,11,0,6,0,0,0,0,0
ENSG00000222740.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213170.3,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000287609.1,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235180.1,1,0,0,11,0,1,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000154493.19,42,86,53,91,90,159,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000287326.1,0,8,8,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199321.1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000150760.12,225,334,392,446,410,641,533,478,579,524,441,5,114,203,136,165,31,0
ENSG00000223528.7,32,36,7,36,35,47,44,37,22,38,15,0,38,42,73,63,7,0
ENSG00000232935.2,23,10,0,9,18,21,10,20,1,8,4,0,20,1,0,20,1,0
ENSG00000188916.9,7,35,26,35,56,42,23,61,29,42,8,5,41,57,42,70,6,15
ENSG00000214285.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279725.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186766.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270778.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180745.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132334.16,138,31,63,78,141,90,4,3,10,4,11,28,15,19,70,37,10,28
ENSG00000232259.1,9,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227076.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ENSG00000287427.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000148773.14,2010,3098,2744,3427,4299,4517,2918,2650,2398,2670,2370,17,1639,4805,2636,6076,489,26
ENSG00000280953.2,0,0,0,0,11,6,4,2,0,0,0,0,0,0,0,0,1,0
ENSG00000234640.1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ENSG00000224190.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232985.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287361.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225424.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285615.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170430.10,174,292,241,238,353,333,0,0,0,0,0,0,47,89,136,309,17,0
ENSG00000287466.1,8,30,0,6,27,17,0,0,0,0,0,0,0,0,0,9,0,0
ENSG00000237224.4,2,6,0,2,19,12,0,0,0,0,0,0,0,0,0,13,0,0
ENSG00000227374.1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283141.1,3,4,4,2,11,5,0,0,0,0,0,0,0,12,0,1,3,0
ENSG00000108001.13,21,16,0,3,0,0,0,0,0,0,0,1,0,0,0,0,11,7
ENSG00000275327.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266676.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275005.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287997.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237489.5,23,8,13,31,6,15,9,4,4,5,3,0,25,83,13,104,1,0
ENSG00000277218.1,7,10,0,14,0,5,0,3,0,1,0,0,8,0,40,15,0,0
ENSG00000233122.2,2,2,0,9,0,11,13,9,9,5,4,0,1,18,0,2,6,0
ENSG00000233319.1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
ENSG00000108010.12,721,919,996,877,938,1258,764,857,936,1094,836,22,307,578,805,924,83,5
ENSG00000236303.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000276375.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222997.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285529.1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264803.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176769.9,0,0,0,0,0,0,0,5,3,5,3,0,0,0,0,0,0,0
ENSG00000230098.1,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0
ENSG00000189275.4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
ENSG00000286295.1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280446.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283095.1,0,3,1,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000175470.20,547,637,735,591,795,794,759,841,824,935,693,17,351,789,602,988,99,2
ENSG00000176171.11,771,1894,1564,1789,2080,2308,2281,2450,2824,3554,2373,4,856,3798,1934,2352,211,18
ENSG00000277959.1,10,25,1,9,79,10,3,13,30,52,17,0,4,56,0,59,0,0
ENSG00000273521.1,0,1,0,1,13,3,21,18,15,25,8,0,0,56,0,20,0,0
ENSG00000279982.1,3,0,0,3,0,0,16,11,0,5,1,0,0,26,0,1,0,0
ENSG00000188385.12,0,3,0,0,0,0,21,45,58,59,52,0,35,57,54,36,3,1
ENSG00000235010.1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ENSG00000151640.13,1,3,0,0,11,0,0,5,5,6,2,0,3,0,0,6,0,0
ENSG00000165752.17,102,216,113,171,178,294,214,274,281,311,243,0,45,196,37,208,20,0
ENSG00000148814.18,101,132,167,62,147,200,155,209,178,255,211,13,28,120,244,128,4,7
ENSG00000171813.14,388,549,557,521,459,689,615,740,684,881,652,0,201,516,321,718,56,10
ENSG00000231705.1,4,4,11,11,8,6,13,41,10,16,20,0,0,0,0,36,9,0
ENSG00000234311.1,0,0,0,6,0,0,2,9,6,12,12,0,0,0,0,0,0,0
ENSG00000180066.9,47,64,38,86,90,52,75,49,15,64,48,0,0,0,0,1,0,0
ENSG00000226900.2,0,0,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,0
ENSG00000229081.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000068383.19,85,128,131,96,124,127,549,768,628,617,545,35,206,536,672,789,97,2
ENSG00000148826.9,18,27,3,11,25,20,167,164,89,107,102,0,78,209,276,447,49,0
ENSG00000171811.14,0,0,8,8,56,2,0,0,0,1,0,0,31,27,0,2,0,0
ENSG00000232903.2,1,7,1,0,1,5,2,1,0,4,7,0,0,0,0,0,0,0
